#LandmarkId	Lat	Long	Coverage radius	Comment	Earth radius	Distance to #1	Distance to #2	Distance to #3	Distance to #4	Distance to #5	Distance to #6	Distance to #7	Distance to #8	Distance to #9	Distance to #10	Distance to #11	Distance to #12	Distance to #13	Distance to #14	Distance to #15	Distance to #16	Distance to #17	Distance to #18	Distance to #19	Distance to #20
108	-0,004	58				7424087,161	5141651,217	6338120,777	7109703,198	6561103,055	4485935,327	6449315,878	6449315,878	6449315,878	8183388,348	8184267,543	7138355,465	10101411,79	13565802,33	10008003,89	10007114,33	7109703,198	6561084,944	6561084,944	6561144,247
109	-0,004	59				7464508,047	5248212,558	6449315,878	7155730,841	6672275,252	4550545,951	6560510,979	6560510,979	6560510,979	8290480,757	8291305,622	7192480,011	10102425,86	13454607,23	10008003,89	10007114,33	7155730,841	6672257,326	6672257,326	6672314,296
110	-0,004	60				7505637,571	5354918,38	6560510,979	7202528,054	6783447,909	4616622,121	6671706,08	6671706,08	6671706,08	8397611,784	8398382,801	7247302,404	10103410,9	13343412,13	10008003,89	10007114,33	7202528,054	6783430,159	6783430,159	6783484,842
111	-0,004	61				7547459,248	5461759,704	6671706,08	7250075,146	6894620,998	4684099,917	6782901,18	6782901,18	6782901,18	8504778,585	8505496,201	7302801,701	10104366,61	13232217,03	10008003,89	10007114,33	7250075,146	6894603,416	6894603,416	6894655,856
112	-0,004	62				7589956,616	5568728,213	6782901,18	7298352,552	7005794,495	4752917,693	6894096,281	6894096,281	6894096,281	8611978,405	8612643,033	7358957,244	10105292,69	13121021,93	10008003,89	10007114,33	7298352,552	7005777,071	7005777,071	7005827,309
113	-0,004	63				7633113,243	5675816,188	6894096,281	7347340,845	7116968,375	4823016,082	7005291,382	7005291,382	7005291,382	8719208,567	8719820,588	7415748,658	10106188,86	13009826,83	10008003,89	10007114,33	7347340,845	7116951,102	7116951,102	7116999,177
114	-0,004	64				7676912,738	5783016,456	7005291,382	7397020,75	7228142,616	4894338	7116486,483	7116486,483	7116486,483	8826466,47	8827026,232	7473155,858	10107054,86	12898631,73	10008003,89	10007114,33	7397020,75	7228125,487	7228125,487	7228171,434
115	-0,004	65				7721338,765	5890322,341	7116486,483	7447373,15	7339317,196	4966828,625	7227681,584	7227681,584	7227681,584	8933749,578	8934257,397	7531159,048	10107890,41	12787436,63	10008003,89	10007114,33	7447373,15	7339300,203	7339300,203	7339344,057
116	-0,004	66				7766375,048	5997727,619	7227681,584	7498379,099	7450492,096	5040435,367	7338876,685	7338876,685	7338876,685	9041055,414	9041511,576	7589738,726	10108695,26	12676241,53	10008003,89	10007114,33	7498379,099	7450475,23	7450475,23	7450517,024
117	-0,004	67				7812005,38	6105226,48	7338876,685	7550019,828	7561667,294	5115107,822	7450071,785	7450071,785	7450071,785	9148381,557	9148786,317	7648875,679	10109469,17	12565046,43	10008003,89	10007114,33	7550019,828	7561650,551	7561650,551	7561690,314
118	-0,004	68				7858213,634	6212813,492	7450071,785	7602276,751	7672842,775	5190797,724	7561266,886	7561266,886	7561266,886	9255725,631	9256079,214	7708550,986	10110211,9	12453851,33	10008003,89	10007114,33	7602276,751	7672826,145	7672826,145	7672863,907
119	-0,004	69				7904983,764	6320483,568	7561266,886	7655131,473	7784018,518	5267458,886	7672461,987	7672461,987	7672461,987	9363085,3	9363387,903	7768746,015	10110923,23	12342656,22	10008003,89	10007114,33	7655131,473	7784001,997	7784001,997	7784037,783
120	-0,004	70				7952299,816	6428231,938	7672461,987	7708565,791	7895194,509	5345047,138	7783657,088	7783657,088	7783657,088	9470458,268	9470710,058	7829442,421	10111602,93	12231461,12	10008003,89	10007114,33	7708565,791	7895178,09	7895178,09	7895211,924
121	-0,004	71				8000145,93	6536054,123	7783657,088	7762561,7	8006370,73	5423520,258	7894852,189	7894852,189	7894852,189	9577842,267	9578043,383	7890622,138	10112250,8	12120266,02	10008003,89	10007114,33	7762561,7	8006354,407	8006354,407	8006386,313
122	-0,004	72				8048506,347	6643945,912	7894852,189	7817101,395	8117547,167	5502837,903	8006047,29	8006047,29	8006047,29	9685235,054	9685385,607	7952267,383	10112866,64	12009070,92	10008003,89	10007114,33	7817101,395	8117530,933	8117530,933	8117560,934
123	-0,004	73				8097365,411	6751903,337	8006047,29	7872167,276	8228723,804	5582961,538	8117242,391	8117242,391	8117242,391	9792634,407	9792734,48	8014360,646	10113450,27	11897875,82	10008003,89	10007114,33	7872167,276	8228707,654	8228707,654	8228735,769
124	-0,004	74				8146707,574	6859922,655	8117242,391	7927741,942	8339900,628	5663854,36	8228437,492	8228437,492	8228437,492	9900038,118	9900087,766	8076884,683	10114001,51	11786680,72	10008003,89	10007114,33	7927741,942	8339884,555	8339884,555	8339910,803
125	-0,004	75				8196517,397	6968000,334	8228437,492	7983808,198	8451077,624	5745481,231	8339632,592	8339632,592	8339632,592	10007443,99	10007443,24	8139822,516	10114520,18	11675485,62	10008003,89	10007114,33	7983808,198	8451061,624	8451061,624	8451086,021
126	-0,004	76				8246779,555	7076133,028	8339632,592	8040349,052	8562254,78	5827808,6	8450827,693	8450827,693	8450827,693	10114849,83	10114798,68	8203157,423	10115006,14	11564290,52	10008003,89	10007114,33	8040349,052	8562238,846	8562238,846	8562261,409
127	-0,004	77				8297478,834	7184317,572	8450827,693	8097347,713	8673432,082	5910804,435	8562022,794	8562022,794	8562022,794	10222253,44	10222151,87	8266872,932	10115459,23	11453095,42	10008003,89	10007114,33	8097347,713	8673416,21	8673416,21	8673436,953
128	-0,004	78				8348600,136	7292550,96	8562022,794	8154787,592	8784609,517	5994438,151	8673217,895	8673217,895	8673217,895	10329652,63	10329500,57	8330952,813	10115879,31	11341900,32	10008003,89	10007114,33	8154787,592	8784593,702	8784593,702	8784612,639
129	-0,004	79				8400128,48	7400830,336	8673217,895	8212652,297	8895787,075	6078680,542	8784412,996	8784412,996	8784412,996	10437045,18	10436842,57	8395381,074	10116266,26	11230705,22	10008003,89	10007114,33	8212652,297	8895771,311	8895771,311	8895788,453
130	-0,004	80				8452048,997	7509152,983	8784412,996	8270925,633	9006964,743	6163503,714	8895608,097	8895608,097	8895608,097	10544428,89	10544175,59	8460141,951	10116619,96	11119510,12	10008003,89	10007114,33	8270925,633	9006949,024	9006949,024	9006964,384
131	-0,004	81				8504346,936	7617516,311	8895608,097	8329591,596	9118142,509	6248881,023	9006803,198	9006803,198	9006803,198	10651801,49	10651497,39	8525219,897	10116940,3	11008315,01	10008003,89	10007114,33	8329591,596	9118126,832	9118126,832	9118140,417
132	-0,004	82				8557007,658	7725917,846	9006803,198	8388634,37	9229320,363	6334787,006	9117998,299	9117998,299	9117998,299	10759160,73	10758805,64	8590599,581	10117227,18	10897119,91	10008003,89	10007114,33	8388634,37	9229304,721	9229304,721	9229316,542
133	-0,004	83				8610016,638	7834355,225	9117998,299	8448038,327	9340498,292	6421197,328	9229193,4	9229193,4	9229193,4	10866504,31	10866098,04	8656265,875	10117480,51	10785924,81	10008003,89	10007114,33	8448038,327	9340482,682	9340482,682	9340492,745
134	-0,004	84				8663359,465	7942826,181	9229193,4	8507788,015	9451676,287	6508088,72	9340388,501	9340388,501	9340388,501	10973829,89	10973372,21	8722203,845	10117700,23	10674729,71	10008003,89	10007114,33	8507788,015	9451660,703	9451660,703	9451669,014
135	-0,004	85				8717021,833	8051328,543	9340388,501	8567868,161	9562854,336	6595438,922	9451583,601	9451583,601	9451583,601	11081135,09	11080625,75	8788398,745	10117886,25	10563534,61	10008003,89	10007114,33	8567868,161	9562838,773	9562838,773	9562845,339
136	-0,004	86				8770989,548	8159860,222	9451583,601	8628263,658	9674032,43	6683226,636	9562778,702	9562778,702	9562778,702	11188417,49	11187856,21	8854836,006	10118038,53	10452339,51	10008003,89	10007114,33	8628263,658	9674016,883	9674016,883	9674021,707
137	-0,004	87				8825248,519	8268419,207	9562778,702	8688959,567	9785210,556	6771431,466	9673973,803	9673973,803	9673973,803	11295674,62	11295061,07	8921501,229	10118157,02	10341144,41	10008003,89	10007114,33	8688959,567	9785195,022	9785195,022	9785198,107
138	-0,004	88				8879784,756	8377003,559	9673973,803	8749941,108	9896388,706	6860033,878	9785168,904	9785168,904	9785168,904	11402903,94	11402237,78	8988380,173	10118241,68	10229949,31	10008003,89	10007114,33	8749941,108	9896373,179	9896373,179	9896374,527
139	-0,004	89				8934584,37	8485611,404	9785168,904	8811193,651	10007566,87	6949015,146	9896364,005	9896364,005	9896364,005	11510102,84	11509383,68	9055458,749	10118292,49	10118754,21	10008003,89	10007114,33	8811193,651	10007551,34	10007551,34	10007550,96
140	-0,004	90				8989633,568	8594240,929	9896364,005	8872702,717	10118745,03	7038357,312	10007559,11	10007559,11	10007559,11	11617268,64	11616496,08	9122723,011	10118309,43	10007559,11	10008003,89	10007114,33	8872702,717	10118729,51	10118729,51	10118727,38
141	-0,004	91				9044918,648	8702890,375	10007559,11	8934453,964	10229923,19	7128043,144	10118754,21	10118754,21	10118754,21	11724398,6	11723572,19	9190159,142	10118292,49	9896364,005	10008003,89	10007114,33	8934453,964	10229907,66	10229907,66	10229903,79
142	-0,004	92				9100425,997	8811558,03	10118754,21	8996433,187	10341101,33	7218056,093	10229949,31	10229949,31	10229949,31	11831489,86	11830609,11	9257753,452	10118241,68	9785168,904	10008003,89	10007114,33	8996433,187	10341085,78	10341085,78	10341080,18
143	-0,004	93				9156142,088	8920242,231	10229949,31	9058626,306	10452279,44	7308380,254	10341144,41	10341144,41	10341144,41	11938539,48	11937603,88	9325492,361	10118157,02	9673973,803	10008003,89	10007114,33	9058626,306	10452263,88	10452263,88	10452256,53
144	-0,004	94				9212053,473	9028941,354	10341144,41	9121019,361	10563457,51	7399000,334	10452339,51	10452339,51	10452339,51	12045544,42	12044553,41	9393362,396	10118038,53	9562778,702	10008003,89	10007114,33	9121019,361	10563441,93	10563441,93	10563432,83
145	-0,004	95				9268146,78	9137653,808	10452339,51	9183598,509	10674635,53	7489901,612	10563534,61	10563534,61	10563534,61	12152501,51	12151454,49	9461350,176	10117886,25	9451583,601	10008003,89	10007114,33	9183598,509	10674619,92	10674619,92	10674609,08
146	-0,004	96				9324408,709	9246378,039	10563534,61	9246350,009	10785813,49	7581069,909	10674729,71	10674729,71	10674729,71	12259407,47	12258303,81	9529442,41	10117700,23	9340388,501	10008003,89	10007114,33	9246350,009	10785797,85	10785797,85	10785785,25
147	-0,004	97				9380826,029	9355112,516	10674729,71	9309260,221	10896991,38	7672491,554	10785924,81	10785924,81	10785924,81	12366258,88	12365097,9	9597625,877	10117480,51	9229193,4	10008003,89	10007114,33	9309260,221	10896975,7	10896975,7	10896961,33
148	-0,004	98				9437385,568	9463855,737	10785924,81	9372315,599	11008169,19	7764153,358	10897119,91	10897119,91	10897119,91	12473052,17	12471833,16	9665887,428	10117227,18	9117998,299	10008003,89	10007114,33	9372315,599	11008153,47	11008153,47	11008137,32
149	-0,004	99				9494074,214	9572606,217	10897119,91	9435502,676	11119346,9	7856042,578	11008315,01	11008315,01	11008315,01	12579783,61	12578505,8	9734213,969	10116940,3	9006803,198	10008003,89	10007114,33	9435502,676	11119331,14	11119331,14	11119313,21
150	-0,004	100				9550878,909	9681362,491	11008315,01	9498808,068	11230524,51	7948146,899	11119510,12	11119510,12	11119510,12	12686449,31	12685111,89	9802592,451	10116619,96	8895608,097	10008003,89	10007114,33	9498808,068	11230508,69	11230508,69	11230488,97
151	-0,004	101				9607786,639	9790123,103	11119510,12	9562218,456	11341702	8040454,4	11230705,22	11230705,22	11230705,22	12793045,19	12791647,3	9871009,867	10116266,26	8784412,996	10008003,89	10007114,33	9562218,456	11341686,13	11341686,13	11341664,59
152	-0,004	102				9664784,435	9898886,612	11230705,22	9625720,584	11452879,37	8132953,531	11341900,32	11341900,32	11341900,32	12899566,95	12898107,69	9939453,236	10115879,31	8673217,895	10008003,89	10007114,33	9625720,584	11452863,43	11452863,43	11452840,07
153	-0,004	103				9721859,365	10007651,58	11341900,32	9689301,252	11564056,59	8225633,094	11453095,42	11453095,42	11453095,42	13006010,11	13004488,5	10007909,6	10115459,23	8562022,794	10008003,89	10007114,33	9689301,252	11564040,59	11564040,59	11564015,39
154	-0,004	104				9778998,529	10116416,58	11453095,42	9752947,304	11675233,66	8318482,213	11564290,52	11564290,52	11564290,52	13112369,93	13110784,96	10076366	10115006,14	8450827,693	10008003,89	10007114,33	9752947,304	11675217,58	11675217,58	11675190,53
155	-0,004	105				9836189,054	10225180,17	11564290,52	9816645,624	11786410,56	8411490,318	11675485,62	11675485,62	11675485,62	13218641,41	13216992,01	10144809,49	10114520,18	8339632,592	10008003,89	10007114,33	9816645,624	11786394,41	11786394,41	11786365,49
156	-0,004	106				9893418,089	10333940,91	11675485,62	9880383,126	11897587,28	8504647,119	11786680,72	11786680,72	11786680,72	13324819,29	13323104,32	10213227,11	10114001,51	8228437,492	10008003,89	10007114,33	9880383,126	11897571,04	11897571,04	11897540,23
157	-0,004	107				9950672,798	10442697,38	11786680,72	9944146,75	12008763,81	8597942,592	11897875,82	11897875,82	11897875,82	13430898,01	13429116,26	10281605,87	10113450,27	8117242,391	10008003,89	10007114,33	9944146,75	12008747,48	12008747,48	12008714,76
158	-0,004	108				10007940,36	10551448,1	11897875,82	10007923,45	12119940,12	8691366,954	12009070,92	12009070,92	12009070,92	13536871,68	13535021,88	10349932,78	10112866,64	8006047,29	10008003,89	10007114,33	10007923,45	12119923,7	12119923,7	12119889,05
159	-0,004	109				10065207,95	10660191,62	12009070,92	10071700,18	12231116,21	8784910,648	12120266,02	12120266,02	12120266,02	13642734,05	13640814,87	10418194,77	10112250,8	7894852,189	10008003,89	10007114,33	10071700,18	12231099,69	12231099,69	12231063,08
160	-0,004	110				10122462,75	10768926,45	12120266,02	10135463,92	12342292,07	8878564,323	12231461,12	12231461,12	12231461,12	13748478,52	13746488,54	10486378,77	10111602,93	7783657,088	10008003,89	10007114,33	10135463,92	12342275,44	12342275,44	12342236,84
161	-0,004	111				10179691,94	10877651,09	12231461,12	10199201,6	12453467,66	8972318,82	12342656,22	12342656,22	12342656,22	13854098,03	13852035,76	10554471,61	10110923,23	7672461,987	10008003,89	10007114,33	10199201,6	12453450,92	12453450,92	12453410,32
162	-0,004	112				10236882,68	10986364,01	12342656,22	10262900,18	12564642,98	9066165,151	12453851,33	12453851,33	12453851,33	13959585,12	13957448,98	10622460,07	10110211,9	7561266,886	10008003,89	10007114,33	10262900,18	12564626,12	12564626,12	12564583,48
163	-0,004	113				10294022,12	11095063,66	12453851,33	10326546,56	12675818,01	9160094,486	12565046,43	12565046,43	12565046,43	14064931,81	14062720,14	10690330,87	10109469,17	7450071,785	10008003,89	10007114,33	10326546,56	12675801,02	12675801,02	12675756,31
164	-0,004	114				10351097,39	11203748,44	12565046,43	10390127,63	12786992,73	9254098,135	12676241,53	12676241,53	12676241,53	14170129,6	14167840,63	10758070,63	10108695,26	7338876,685	10008003,89	10007114,33	10390127,63	12786975,6	12786975,6	12786928,79
165	-0,004	115				10408095,58	11312416,73	12676241,53	10453630,23	12898167,11	9348167,536	12787436,63	12787436,63	12787436,63	14275169,39	14272801,27	10825665,87	10107890,41	7227681,584	10008003,89	10007114,33	10453630,23	12898149,84	12898149,84	12898100,9
166	-0,004	116				10465003,77	11421066,88	12787436,63	10517041,16	13009341,14	9442294,237	12898631,73	12898631,73	12898631,73	14380041,48	14377592,25	10893103,01	10107054,86	7116486,483	10008003,89	10007114,33	10517041,16	13009323,72	13009323,72	13009272,61
167	-0,004	117				10521808,99	11529697,16	12898631,73	10580347,17	13120514,8	9536469,883	13009826,83	13009826,83	13009826,83	14484735,44	14482203,03	10960368,35	10106188,86	7005291,382	10008003,89	10007114,33	10580347,17	13120497,21	13120497,21	13120443,89
168	-0,004	118				10578498,21	11638305,83	13009826,83	10643534,94	13231688,05	9630686,199	13121021,93	13121021,93	13121021,93	14589240,12	14586622,34	11027448,1	10105292,69	6894096,281	10008003,89	10007114,33	10643534,94	13231670,3	13231670,3	13231614,73
169	-0,004	119				10635058,39	11746891,07	13121021,93	10706591,08	13342860,89	9724934,981	13232217,03	13232217,03	13232217,03	14693543,53	14690838,06	11094328,28	10104366,61	6782901,18	10008003,89	10007114,33	10706591,08	13342842,96	13342842,96	13342785,09
170	-0,004	120				10691476,41	11855451	13232217,03	10769502,13	13454033,27	9819208,078	13343412,13	13343412,13	13343412,13	14797632,75	14794837,16	11160994,83	10103410,9	6671706,08	10008003,89	10007114,33	10769502,13	13454015,16	13454015,16	13453954,95
171	-0,004	121				10747739,1	11963983,69	13343412,13	10832254,53	13565205,17	9913497,38	13454607,23	13454607,23	13454607,23	14901493,91	14898605,59	11227433,49	10102425,86	6560510,979	10008003,89	10007114,33	10832254,53	13565186,87	13565186,87	13565124,27
172	-0,004	122				10803833,23	12072487,14	13454607,23	10894834,65	13676376,57	10007794,8	13565802,33	13565802,33	13565802,33	15005112	15002128,23	11293629,87	10101411,79	6449315,878	10008003,89	10007114,33	10894834,65	13676358,06	13676358,06	13676293,01
173	-0,004	123				10859745,49	12180959,25	13565802,33	10957228,76	13787547,42	10102092,28	13676997,43	13676997,43	13676997,43	15108470,84	15105388,72	11359569,4	10100369	6338120,777	10008003,89	10007114,33	10957228,76	13787528,7	13787528,7	13787461,15
174	-0,004	124				10915462,52	12289397,85	13676997,43	11019422,99	13898717,7	10196381,74	13788192,54	13788192,54	13788192,54	15211552,91	15208369,38	11425237,32	10099297,8	6226925,676	10008003,89	10007114,33	11019422,99	13898698,75	13898698,75	13898628,64
175	-0,004	125				10970970,86	12397800,68	13788192,54	11081403,4	14009887,37	10290655,09	13899387,64	13899387,64	13899387,64	15314339,24	15311051,05	11490618,72	10098198,52	6115730,576	10008003,89	10007114,33	11081403,4	14009868,18	14009868,18	14009795,45
176	-0,004	126				11026256,99	12506165,37	13899387,64	11143155,9	14121056,39	10384904,24	14010582,74	14010582,74	14010582,74	15416809,24	15413412,96	11555698,45	10097071,5	6004535,475	10008003,89	10007114,33	11143155,9	14121036,95	14121036,95	14120961,53
177	-0,004	127				11081307,3	12614489,47	14010582,74	11204666,29	14232224,71	10479121,02	14121777,84	14121777,84	14121777,84	15518940,52	15515432,51	11620461,19	10095917,07	5893340,374	10008003,89	10007114,33	11204666,29	14232205,01	14232205,01	14232126,83
178	-0,004	128				11136108,07	12722770,37	14121777,84	11265920,23	14343392,3	10573297,23	14232972,94	14232972,94	14232972,94	15620708,75	15617085,14	11684891,39	10094735,6	5782145,273	10008003,89	10007114,33	11265920,23	14343372,33	14343372,33	14343291,3
179	-0,004	129				11190645,53	12831005,37	14232972,94	11326903,23	14454559,11	10667424,61	14344168,04	14344168,04	14344168,04	15722087,36	15718344,07	11748973,28	10093527,44	5670950,173	10008003,89	10007114,33	11326903,23	14454538,84	14454538,84	14454454,89
180	-0,004	130				11244905,77	12939191,6	14344168,04	11387600,67	14565725,07	10761494,79	14455363,14	14455363,14	14455363,14	15823047,39	15819180,08	11812690,87	10092292,96	5559755,072	10008003,89	10007114,33	11387600,67	14565704,51	14565704,51	14565617,55
181	-0,004	131				11298874,81	13047326,08	14455363,14	11447997,76	14676890,15	10855499,33	14566558,24	14566558,24	14566558,24	15923557,13	15919561,22	11876027,93	10091032,53	5448559,971	10008003,89	10007114,33	11447997,76	14676869,26	14676869,26	14676779,2
182	-0,004	132				11352538,55	13155405,63	14566558,24	11508079,56	14788054,26	10949429,65	14677753,34	14677753,34	14677753,34	16023581,88	16019452,48	11938967,99	10089746,54	5337364,87	10008003,89	10007114,33	11508079,56	14788033,04	14788033,04	14787939,77
183	-0,004	133				11405882,81	13263426,92	14677753,34	11567830,97	14899217,36	11043277,08	14788948,44	14788948,44	14788948,44	16123083,55	16118815,51	12001494,33	10088435,39	5226169,77	10008003,89	10007114,33	11567830,97	14899195,78	14899195,78	14899099,21
184	-0,004	134				11458893,27	13371386,4	14788948,44	11627236,71	15010379,36	11137032,79	14900143,54	14900143,54	14900143,54	16222020,31	16217608,16	12063589,95	10087099,46	5114974,669	10008003,89	10007114,33	11627236,71	15010357,41	15010357,41	15010257,42
185	-0,004	135				11511555,52	13479280,36	14900143,54	11686281,34	15121540,19	11230687,78	15011338,64	15011338,64	15011338,64	16320346,1	16315784,04	12125237,63	10085739,17	5003779,569	10008003,89	10007114,33	11686281,34	15121517,84	15121517,84	15121414,31
186	-0,004	136				11563855,03	13587104,82	15011338,64	11744949,21	15232699,76	11324232,9	15122533,74	15122533,74	15122533,74	16418010,16	16413292,06	12186419,85	10084354,94	4892584,468	10008003,89	10007114,33	11744949,21	15232677	15232677	15232569,79
187	-0,004	137				11615777,18	13694855,57	15122533,74	11803224,52	15343857,98	11417658,8	15233728,84	15233728,84	15233728,84	16514956,46	16510075,83	12247118,82	10082947,18	4781389,367	10008003,89	10007114,33	11803224,52	15343834,78	15343834,78	15343723,77
188	-0,004	138				11667307,19	13802528,15	15233728,84	11861091,26	15455014,74	11510955,92	15344923,95	15344923,95	15344923,95	16611123,04	16606073,01	12307316,48	10081516,32	4670194,267	10008003,89	10007114,33	11861091,26	15454991,09	15454991,09	15454876,11
189	-0,004	139				11718430,21	13910117,78	15344923,95	11918533,23	15566169,94	11604114,48	15456119,05	15456119,05	15456119,05	16706441,26	16701214,62	12366994,48	10080062,8	4558999,166	10008003,89	10007114,33	11918533,23	15566145,8	15566145,8	15566026,69
190	-0,004	140				11769131,25	14017619,38	15456119,05	11975534,03	15677323,45	11697124,47	15567314,15	15567314,15	15567314,15	16800835,04	16795424,17	12426134,18	10078587,07	4447804,066	10008003,89	10007114,33	11975534,03	15677298,79	15677298,79	15677175,38
191	-0,004	141				11819395,21	14125027,54	15567314,15	12032077,09	15788475,13	11789975,58	15678509,25	15678509,25	15678509,25	16894219,89	16888616,79	12484716,67	10077089,57	4336608,965	10008003,89	10007114,33	12032077,09	15788449,92	15788449,92	15788322,03
192	-0,004	142				11869206,88	14232336,44	15678509,25	12088145,6	15899624,84	11882657,25	15789704,35	15789704,35	15789704,35	16986501,88	16980698,19	12542722,73	10075570,75	4225413,865	10008003,89	10007114,33	12088145,6	15899599,05	15899599,05	15899466,46
193	-0,004	143				11918550,92	14339539,87	15789704,35	12143722,58	16010772,39	11975158,61	15900899,45	15900899,45	15900899,45	17077576,48	17071563,47	12600132,85	10074031,08	4114218,764	10008003,89	10007114,33	12143722,58	16010745,99	16010745,99	16010608,48
194	-0,004	144				11967411,91	14446631,15	15900899,45	12198790,82	16121917,61	12067468,46	16012094,55	16012094,55	16012094,55	17167327,28	17161095,91	12656927,24	10072471,04	4003023,664	10008003,89	10007114,33	12198790,82	16121890,55	16121890,55	16121747,88
195	-0,004	145				12015774,28	14553603,13	16012094,55	12253332,92	16233060,28	12159575,26	16123289,65	16123289,65	16123289,65	17255624,53	17249165,49	12713085,81	10070891,09	3891828,563	10008003,89	10007114,33	12253332,92	16233032,53	16233032,53	16232884,44
196	-0,004	146				12063622,39	14660448,1	16123289,65	12307331,29	16344200,18	12251467,07	16234484,75	16234484,75	16234484,75	17342323,63	17335627,42	12768588,17	10069291,71	3780633,463	10008003,89	10007114,33	12307331,29	16344171,69	16344171,69	16344017,88
197	-0,004	147				12110940,46	14767157,73	16234484,75	12360768,1	16455337,03	12343131,6	16345679,85	16345679,85	16345679,85	17427263,41	17420320,42	12823413,68	10067673,4	3669438,363	10008003,89	10007114,33	12360768,1	16455307,75	16455307,75	16455147,92
198	-0,004	148				12157712,65	14873723,08	16345679,85	12413625,37	16566470,55	12434556,09	16456874,95	16456874,95	16456874,95	17510264,34	17503065,05	12877541,39	10066036,65	3558243,263	10008003,89	10007114,33	12413625,37	16566440,42	16566440,42	16566274,21
199	-0,004	149				12203922,98	14980134,43	16456874,95	12465884,88	16677600,38	12525727,37	16568070,05	16568070,05	16568070,05	17591126,76	17583661,87	12930950,07	10064381,95	3447048,162	10008003,89	10007114,33	12465884,88	16677569,34	16677569,34	16677396,39
200	-0,004	150				12249555,43	15086381,29	16568070,05	12517528,23	16788726,16	12616631,76	16679265,15	16679265,15	16679265,15	17669628,97	17661889,69	12983618,24	10062709,81	3335853,062	10008003,89	10007114,33	12517528,23	16788694,15	16788694,15	16788514,02
201	-0,004	151				12294593,84	15192452,26	16679265,15	12568536,84	16899847,43	12707255,08	16790460,25	16790460,25	16790460,25	17745525,57	17737503,89	13035524,17	10061020,74	3224657,962	10008003,89	10007114,33	12568536,84	16899814,38	16899814,38	16899626,61
202	-0,004	152				12339022,03	15298334,97	16790460,25	12618891,93	17010963,71	12797582,62	16901655,35	16901655,35	16901655,35	17818545,99	17810235,12	13086645,84	10059315,25	3113462,862	10008003,89	10007114,33	12618891,93	17010929,53	17010929,53	17010733,6
203	-0,004	153				12382823,7	15404015,94	16901655,35	12668574,56	17122074,4	12887599,09	17012850,45	17012850,45	17012850,45	17888393,51	17879788,3	13136961,04	10057593,86	3002267,762	10008003,89	10007114,33	12668574,56	17122039,01	17122039,01	17121834,34
204	-0,004	154				12425982,52	15509480,47	17012850,45	12717565,61	17233178,84	12977288,58	17124045,55	17124045,55	17124045,55	17954745	17945842,54	13186447,31	10055857,11	2891072,662	10008003,89	10007114,33	12717565,61	17233142,13	17233142,13	17232928,09
205	-0,004	155				12468482,09	15614712,52	17124045,55	12765845,79	17344276,25	13066634,55	17235240,65	17235240,65	17235240,65	18017251,7	18008051,93	13235081,99	10054105,5	2779877,563	10008003,89	10007114,33	12765845,79	17344238,11	17344238,11	17344013,95
206	-0,004	156				12510305,99	15719694,5	17235240,65	12813395,69	17455365,7	13155619,76	17346435,75	17346435,75	17346435,75	18075541,49	18066047,9	13282842,25	10052339,59	2668682,463	10008003,89	10007114,33	12813395,69	17455326	17455326	17455090,91
207	-0,004	157				12551437,75	15824407,15	17346435,75	12860195,72	17566446,1	13244226,27	17457630,85	17457630,85	17457630,85	18129222,96	18119443,37	13329705,05	10050559,9	2557487,364	10008003,89	10007114,33	12860195,72	17566404,7	17566404,7	17566157,74
208	-0,004	158				12591860,87	15928829,29	17457630,85	12906226,2	17677516,18	13332435,34	17568825,95	17568825,95	17568825,95	18177891,82	18167839,04	13375647,23	10048766,98	2446292,264	10008003,89	10007114,33	12906226,2	17677472,9	17677472,9	17677213,01
209	-0,004	159				12631558,87	16032937,59	17568825,95	12951467,32	17788574,37	13420227,45	17680021,05	17680021,05	17680021,05	18221139,76	18210832,23	13420645,52	10046961,38	2335097,165	10008003,89	10007114,33	12951467,32	17788529,03	17788529,03	17788254,98
210	-0,004	160				12670515,26	16136706,33	17680021,05	12995899,17	17899618,81	13507582,2	17791216,15	17791216,15	17791216,15	18258566,08	18248028,35	13464676,53	10045143,64	2223902,066	10008003,89	10007114,33	12995899,17	17899571,18	17899571,18	17899281,54
211	-0,004	161				12708713,56	16240107,03	17791216,15	13039501,77	18010647,19	13594478,3	17902411,24	17902411,24	17902411,24	18289791,67	18279054,5	13507716,8	10043314,33	2112706,967	10008003,89	10007114,33	13039501,77	18010597,02	18010597,02	18010290,14
212	-0,004	162				12746137,36	16343108,16	17902411,24	13082255,08	18121656,7	13680893,49	18013606,34	18013606,34	18013606,34	18314474,76	18303574,93	13549742,86	10041473,98	2001511,869	10008003,89	10007114,33	13082255,08	18121603,69	18121603,69	18121277,62
213	-0,004	163				12782770,25	16445674,69	18013606,34	13124139,01	18232643,81	13766804,5	18124801,44	18124801,44	18124801,44	18332327,29	18321306,94	13590731,19	10039623,18	1890316,771	10008003,89	10007114,33	13124139,01	18232587,59	18232587,59	18232240,02
214	-0,004	164				12818595,94	16547767,6	18124801,44	13165133,46	18343604,06	13852186,99	18235996,54	18235996,54	18235996,54	18343130,34	18332035,86	13630658,36	10037762,47	1779121,673	10008003,89	10007114,33	13165133,46	18343544,2	18343544,2	18343172,36
